O*NET-SOC Code,Title,Reported Job Title,Shown in My Next Move
27-2012.04,Talent Directors,Talent Producer,N
27-2012.04,Talent Directors,Talent Scout,N
27-3031.00,Public Relations Specialists,Communications Specialist,Y
27-3031.00,Public Relations Specialists,Community Relations Coordinator,N
27-3031.00,Public Relations Specialists,Corporate Communications Specialist,N
27-3031.00,Public Relations Specialists,Information and Communications Specialist,N
27-3031.00,Public Relations Specialists,Media Relations Specialist,N
27-3031.00,Public Relations Specialists,Public Affairs Specialist,Y
27-3031.00,Public Relations Specialists,Public Information Officer,Y
27-3031.00,Public Relations Specialists,Public Information Specialist,N
27-3031.00,Public Relations Specialists,Public Relations Coordinator (PR Coordinator),N
27-3031.00,Public Relations Specialists,Public Relations Specialist (PR Specialist),Y
27-3041.00,Editors,Acquisitions Editor,N
27-3041.00,Editors,Business Editor,N
27-3041.00,Editors,Editor,Y
27-3041.00,Editors,Features Editor,N
27-3041.00,Editors,Legal Editor,N
27-3041.00,Editors,News Editor,Y
27-3041.00,Editors,Newspaper Copy Editor,Y
27-3041.00,Editors,Science Editor,N
27-3041.00,Editors,Sports Editor,Y
27-3041.00,Editors,Web Editor,N
27-3042.00,Technical Writers,Documentation Designer,N
27-3042.00,Technical Writers,Documentation Specialist,Y
27-3042.00,Technical Writers,Engineering Writer,N
27-3042.00,Technical Writers,Information Developer,Y
27-3042.00,Technical Writers,Medical Writer,N
27-3042.00,Technical Writers,Narrative Writer,N
27-3042.00,Technical Writers,Requirements Analyst,N
27-3042.00,Technical Writers,Technical Communicator,Y
27-3042.00,Technical Writers,Technical Writer,Y
27-3043.00,Writers and Authors,Advertisement Agency Copywriter (Ad Agency Copywriter),Y
27-3043.00,Writers and Authors,Advertising Associate,N
27-3043.00,Writers and Authors,Advertising Copywriter,Y
27-3043.00,Writers and Authors,Advertising Writer,N
27-3043.00,Writers and Authors,Communications Specialist,N
27-3043.00,Writers and Authors,Copywriter,Y
27-3043.00,Writers and Authors,Freelance Copywriter,Y
27-3043.00,Writers and Authors,Promotion Writer,N
27-3043.00,Writers and Authors,Search Engine Optimization Copywriter (SEO Copywriter),N
27-3043.00,Writers and Authors,Web Content Writer,N
27-4011.00,Audio and Video Technicians,Audio Technician,N
27-4011.00,Audio and Video Technicians,Audio Visual Specialist (AV Specialist),Y
27-4011.00,Audio and Video Technicians,AV Tech (Audio Visual Technician),Y
27-4011.00,Audio and Video Technicians,Media Technician,Y
27-4011.00,Audio and Video Technicians,Operations Technician,Y
27-4011.00,Audio and Video Technicians,Stagehand,N
27-4011.00,Audio and Video Technicians,Video Technician,N
27-4012.00,Broadcast Technicians,Audio Engineer,N
27-4012.00,Broadcast Technicians,Board Operator,Y
27-4012.00,Broadcast Technicians,Broadcast Engineer,Y
27-4012.00,Broadcast Technicians,Broadcast Maintenance Engineer,N
27-4012.00,Broadcast Technicians,Broadcast Operations Engineer,N
27-4012.00,Broadcast Technicians,Broadcast Technician,Y
27-4012.00,Broadcast Technicians,Control Operator,Y
27-4012.00,Broadcast Technicians,Production Engineer,N
27-4021.00,Photographers,Advertising Photographer,N
27-4021.00,Photographers,Commercial Photographer,Y
27-4021.00,Photographers,Graduation Photographer,N
27-4021.00,Photographers,Newspaper Photographer,N
27-4021.00,Photographers,Photo Editor,N
27-4021.00,Photographers,Photographer,Y
27-4021.00,Photographers,Photojournalist,Y
27-4021.00,Photographers,Portrait Photographer,Y
27-4021.00,Photographers,Sports Photographer,N
27-4021.00,Photographers,Studio Photographer,N
27-4031.00,"Camera Operators, Television, Video, and Film",Camera Operator,Y
27-4031.00,"Camera Operators, Television, Video, and Film",Cameraman,Y
27-4031.00,"Camera Operators, Television, Video, and Film",Master Control Operator (MCO),N
27-4031.00,"Camera Operators, Television, Video, and Film",News Videographer,N
27-4031.00,"Camera Operators, Television, Video, and Film",Production Technician,N
27-4031.00,"Camera Operators, Television, Video, and Film",Studio Camera Operator,N
27-4031.00,"Camera Operators, Television, Video, and Film",Television News Photographer,Y
27-4031.00,"Camera Operators, Television, Video, and Film",Videographer,Y
27-4032.00,Film and Video Editors,Editor,Y
27-4032.00,Film and Video Editors,Film Editor,Y
27-4032.00,Film and Video Editors,News Editor,Y
27-4032.00,Film and Video Editors,News Video Editor,N
27-4032.00,Film and Video Editors,News Videotape Editor,N
27-4032.00,Film and Video Editors,Non-Linear Editor,N
27-4032.00,Film and Video Editors,Online Editor,N
27-4032.00,Film and Video Editors,Tape Editor,N
27-4032.00,Film and Video Editors,Television News Video Editor,N
27-4032.00,Film and Video Editors,Video Editor,Y
29-1124.00,Radiation Therapists,Computed Tomography Simulation Therapist (CT Simulation Therapist),N
29-1124.00,Radiation Therapists,Dosimetrist,Y
29-1124.00,Radiation Therapists,Radiation Therapist (RT),Y
29-1124.00,Radiation Therapists,Radiation Therapy Technologist (RTT),N
29-1124.00,Radiation Therapists,Registered Radiation Therapist,Y
29-1124.00,Radiation Therapists,Staff Radiation Therapist,Y
29-1128.00,Exercise Physiologists,Bariatric Weight Loss Counselor,N
29-1128.00,Exercise Physiologists,Certified Exercise Physiologist (EPC),N
29-1128.00,Exercise Physiologists,Clinical Exercise Physiologist,Y
29-1128.00,Exercise Physiologists,Clinical Exercise Specialist,N
29-1128.00,Exercise Physiologists,Exercise Physiologist,Y
29-1128.00,Exercise Physiologists,Exercise Scientist,N
29-1128.00,Exercise Physiologists,Exercise Specialist,Y
29-1128.00,Exercise Physiologists,Lifestyle and Weight Management Consultant,Y
29-1129.01,Art Therapists,Art Psychotherapist,Y
29-1129.01,Art Therapists,Art Therapist,Y
29-1129.01,Art Therapists,Board Certified Art Therapist (ATR-BC),Y
29-1129.01,Art Therapists,Creative Arts Therapist,N
29-1129.01,Art Therapists,Group Therapist,N
29-1129.01,Art Therapists,Oncology Art Therapist,N
29-1129.01,Art Therapists,Registered Art Therapist (ATR),Y
29-1129.01,Art Therapists,Therapist,N
29-1141.04,Clinical Nurse Specialists,Cardiology Clinical Nurse Specialist,N
29-1141.04,Clinical Nurse Specialists,Clinical Nurse Specialist,Y
29-1141.04,Clinical Nurse Specialists,Critical Care Clinical Nurse Specialist,Y
29-1141.04,Clinical Nurse Specialists,Emergency Clinical Nurse Specialist,Y
29-1141.04,Clinical Nurse Specialists,ICU Clinical Nurse Specialist (Intensive Care Unit Clinical Nurse Specialist),Y
29-1141.04,Clinical Nurse Specialists,Neuroscience Clinical Nurse Specialist,N
29-1141.04,Clinical Nurse Specialists,Pediatric Clinical Nurse Specialist,N
29-1141.04,Clinical Nurse Specialists,Psychiatric Adult Clinical Nurse Specialist,N
29-1141.04,Clinical Nurse Specialists,Trauma ICU Clinical Nurse Specialist (Trauma Intensive Care Unit Clinical Nurse Specialist),N
29-1151.00,Nurse Anesthetists,Certified Registered Nurse Anesthetist (CRNA),Y
29-1151.00,Nurse Anesthetists,Nurse Anesthetist,Y
29-1151.00,Nurse Anesthetists,Staff Certified Registered Nurse Anesthetist (Staff CRNA),Y
29-1151.00,Nurse Anesthetists,Staff Nurse Anesthetist,Y
29-1181.00,Audiologists,Audiologist,Y
29-1181.00,Audiologists,Audiology Doctor (AUD),Y
29-1181.00,Audiologists,Certificate of Clinical Competence in Audiology Licensed Audiologist (CCC-A Licensed Audiologist),N
29-1181.00,Audiologists,Clinical Audiologist,Y
29-1181.00,Audiologists,Dispensing Audiologist,N
29-1181.00,Audiologists,Educational Audiologist,Y
29-1181.00,Audiologists,Forensic Audiologist,N
29-1181.00,Audiologists,Industrial Audiologist,N
29-1181.00,Audiologists,Pediatric Audiologist,N
29-1181.00,Audiologists,Staff Audiologist,N
29-1211.00,Anesthesiologists,Medical Doctor (MD),Y
29-1211.00,Anesthesiologists,Obstetrical Anesthesiologist,Y
29-1211.00,Anesthesiologists,Staff Anesthesiologist,Y
29-1211.00,Anesthesiologists,Staff Anesthetist,Y
29-1215.00,Family Medicine Physicians,Board Certified Family Physician,N
29-1215.00,Family Medicine Physicians,Family Medicine Physician,N
29-1215.00,Family Medicine Physicians,Family Physician,Y
29-1215.00,Family Medicine Physicians,Family Practice Medical Doctor (FP MD),N
29-1215.00,Family Medicine Physicians,Family Practice Physician (FP Physician),Y
29-1215.00,Family Medicine Physicians,Family Practitioner,N
29-1215.00,Family Medicine Physicians,Medical Doctor (MD),Y
29-1215.00,Family Medicine Physicians,Medical Staff Physician,N
29-1215.00,Family Medicine Physicians,Physician,Y
29-1215.00,Family Medicine Physicians,Primary Care Physician,N
29-1216.00,General Internal Medicine Physicians,Doctor,N
29-1216.00,General Internal Medicine Physicians,Gastroenterologist,N
29-1216.00,General Internal Medicine Physicians,General Internal Medicine Physician,N
29-1216.00,General Internal Medicine Physicians,General Internist,N
29-1216.00,General Internal Medicine Physicians,Internal Medicine Doctor,N
29-1216.00,General Internal Medicine Physicians,Internal Medicine Physician (IM Physician),Y
29-1216.00,General Internal Medicine Physicians,Internist,Y
29-1216.00,General Internal Medicine Physicians,Medical Doctor (MD),Y
29-1216.00,General Internal Medicine Physicians,Physician,Y
29-1216.00,General Internal Medicine Physicians,Primary Care Physician,N
29-1217.00,Neurologists,Adult and Pediatric Neurologist,Y
29-1217.00,Neurologists,Adult Neurologist,N
29-1217.00,Neurologists,General Neurologist,N
29-1217.00,Neurologists,Neurologist,Y
29-1217.00,Neurologists,Pediatric Neurologist,Y
29-1217.00,Neurologists,Physician,Y
29-1218.00,Obstetricians and Gynecologists,GYN (Gynecologist),N
29-1218.00,Obstetricians and Gynecologists,MD (Medical Doctor),Y
29-1218.00,Obstetricians and Gynecologists,OB (Obstetrician),N
29-1218.00,Obstetricians and Gynecologists,OB/GYN (Obstetrician Gynecologist),N
29-1218.00,Obstetricians and Gynecologists,OB/GYN Physician (Obstetrics and Gynecology Physician),Y
29-1218.00,Obstetricians and Gynecologists,OBGYN (Obstetrician and Gynecologist),Y
29-1218.00,Obstetricians and Gynecologists,OBGYN MD (Obstetrics Gynecology Medical Doctor),N
29-1218.00,Obstetricians and Gynecologists,Physician,Y
29-1218.00,Obstetricians and Gynecologists,Physician GYN (Physician Gynecologist),N
29-1218.00,Obstetricians and Gynecologists,Physician OB (Physician Obstetrician),N
29-1221.00,"Pediatricians, General",Developmental Pediatrician,N
29-1221.00,"Pediatricians, General",Emergency Room Pediatrician (ER Pediatrician),N
29-1221.00,"Pediatricians, General",General Pediatrician,Y
29-1221.00,"Pediatricians, General",Group Practice Pediatrician,Y
29-1221.00,"Pediatricians, General",Medical Doctor (MD),Y
29-1221.00,"Pediatricians, General",Pediatric Emergency Medicine Physician,N
29-1221.00,"Pediatricians, General",Pediatric Physician,N
29-1221.00,"Pediatricians, General",Physician,Y
29-1221.00,"Pediatricians, General",Primary Care Pediatrician,N
29-1224.00,Radiologists,Attending Physician,N
29-1224.00,Radiologists,Diagnostic Radiologist,Y
29-1224.00,Radiologists,Interventional Neuroradiologist,N
29-1224.00,Radiologists,Interventional Radiologist,N
29-1224.00,Radiologists,Musculoskeletal Specialty Radiologist (MSK Specialty Radiologist),N
29-1224.00,Radiologists,Neuroradiologist,N
29-1224.00,Radiologists,Nuclear Medicine Physician,Y
29-1224.00,Radiologists,Nuclear Medicine Specialist,N
29-1224.00,Radiologists,Physician,Y
29-1224.00,Radiologists,Radiologist,Y
29-1229.02,Hospitalists,Academic Hospitalist,N
29-1229.02,Hospitalists,Consultant Physician,N
29-1229.02,Hospitalists,Hospitalist,Y
29-1229.02,Hospitalists,Hospitalist Medical Doctor (Hospitalist MD),Y
29-1229.02,Hospitalists,MD (Medical Doctor),Y
29-1229.02,Hospitalists,Physician,Y
29-1229.03,Urologists,Acute Care Physician,N
29-1229.03,Urologists,MD (Medical Doctor),Y
29-1229.03,Urologists,Owner,N
29-1229.03,Urologists,Physician,Y
29-1229.03,Urologists,Practicing Urologist,N
29-1229.03,Urologists,Surgeon,N
29-1229.03,Urologists,Urologic Surgeon,N
29-1229.03,Urologists,Urologist,Y
29-1229.03,Urologists,Urology MD (Urology Medical Doctor),Y
29-1229.06,Sports Medicine Physicians,Athletic Team Physician,Y
29-1229.06,Sports Medicine Physicians,Nonsurgical Primary Care Sports Medicine Physician,N
29-1229.06,Sports Medicine Physicians,Orthopedic Team Physician,N
29-1229.06,Sports Medicine Physicians,Physician,Y
29-1229.06,Sports Medicine Physicians,Sports Medicine Physician,Y
29-1229.06,Sports Medicine Physicians,Team Physician,Y
29-1242.00,"Orthopedic Surgeons, Except Pediatric",General Surgeon,N
29-1242.00,"Orthopedic Surgeons, Except Pediatric",Hand Surgeon,Y
29-1242.00,"Orthopedic Surgeons, Except Pediatric",Orthopaedic Surgeon,N
29-1242.00,"Orthopedic Surgeons, Except Pediatric",Orthopedic Surgeon,Y
29-1242.00,"Orthopedic Surgeons, Except Pediatric",Physician,Y
29-1242.00,"Orthopedic Surgeons, Except Pediatric",Surgeon,Y
29-1243.00,Pediatric Surgeons,Cardiovascular Surgeon,N
29-1243.00,Pediatric Surgeons,General Surgeon,Y
29-1243.00,Pediatric Surgeons,Hand Surgeon,N
29-1243.00,Pediatric Surgeons,Physician,Y
29-1243.00,Pediatric Surgeons,Plastic Surgeon,N
29-1243.00,Pediatric Surgeons,Surgeon,Y
29-1243.00,Pediatric Surgeons,Thoracic Surgeon,Y
29-1243.00,Pediatric Surgeons,Vascular Surgeon,N
29-2012.00,Medical and Clinical Laboratory Technicians,Certified Clinical Laboratory Technician,N
29-2012.00,Medical and Clinical Laboratory Technicians,Clinical Laboratory Technician (Clinical Lab Technician),N
29-2012.00,Medical and Clinical Laboratory Technicians,Laboratory Assistant (Lab Assistant),Y
29-2012.00,Medical and Clinical Laboratory Technicians,Laboratory Technician (Lab Tech),Y
29-2012.00,Medical and Clinical Laboratory Technicians,Medical Laboratory Technician (MLT),Y
29-2012.00,Medical and Clinical Laboratory Technicians,Medical Laboratory Technicians (Medical Lab Technician),Y
29-2012.00,Medical and Clinical Laboratory Technicians,Medical Technician,N
29-2012.01,Histology Technicians,Histologic Technician,Y
29-2012.01,Histology Technicians,Histology Technician,Y
29-2036.00,Medical Dosimetrists,CMD (Certified Medical Dosimetrist),Y
29-2036.00,Medical Dosimetrists,Dosimetrist,Y
29-2036.00,Medical Dosimetrists,Medical Dosimetrist,Y
29-2036.00,Medical Dosimetrists,Medical Physicist,Y
29-2036.00,Medical Dosimetrists,Radiation Oncology Medical Physicist,N
29-2072.00,Medical Records Specialists,Coder,N
29-2072.00,Medical Records Specialists,Health Information Clerk,N
29-2072.00,Medical Records Specialists,Health Information Specialist,N
